label,Logish,Mish,TanhLU,ReLU,Swish,Tanh,PReLU,Softplus,Cosine,Sinusoid,HardShrink,Pstanh
0,0.009924239,0.046653192,0.002632233,0.173734531,0.095190689,0.004226927,0.001596872,0.0048501,0.090640761,0.001577711,0.490619421,0.003260345
1,0.090630777,0.038021695,0.052646413,0.133072898,0.404882222,0.179184645,0.198550239,0.097094491,0.08545088,0.005015702,0.490619421,0.992191851
0,0.009491942,0.000744272,0.003885685,0.004522666,0.024494788,0.02714186,0.130387992,0.041457005,0.103598662,0.008520627,0.490619421,0.006988934
0,0.063807905,0.193581849,0.100473404,0.002316606,0.378415436,0.353599459,0.019324109,0.057051729,0.793648481,0.089798793,0.490619421,0.010214713
1,0.949862599,0.925307751,0.996302485,0.979967296,0.856340885,0.974681139,0.99682188,0.925823987,0.76907897,0.993834734,0.490619421,0.996040702
0,0.003976081,0.021291027,0.017949266,0.101520903,0.001622869,0.004735133,0.001512408,0.025282793,0.289595246,0.024123721,0.490619421,0.004503509
0,0.358822972,0.985630095,0.984210491,0.899488389,0.867865026,0.294481397,0.387916565,0.101856358,0.542211115,0.31339404,0.490619421,0.958862901
0,0.214024186,0.102709763,0.006700317,0.171314389,0.005185291,0.093064725,0.189022571,0.039110214,0.333645225,0.212648928,0.490619421,0.00274184
0,0.858600259,0.876304865,0.733750701,0.999879837,0.945813179,0.989239335,0.822550952,0.828467488,0.356839031,0.99709022,0.490619421,0.995268524
1,0.876003981,0.983939171,0.995128155,0.955613554,0.655974507,0.994087338,0.686855614,0.706333637,0.775542259,0.939013779,0.490619421,0.989203155
0,0.815184891,0.97521317,0.666757047,0.998533726,0.796703577,0.803092659,0.729898751,0.65913254,0.805692852,0.460030496,0.490619421,0.979519606
0,0.104718871,0.000288758,0.002769052,0.095228374,0.015728759,0.007055446,0.087637872,0.026297323,0.118510909,0.018611016,0.490619421,0.012128702
1,0.870803177,0.994404316,0.99061805,0.168617129,0.650441527,0.977973998,0.30831936,0.621823668,0.812766433,0.993196726,0.490619421,0.991637528
0,0.001505972,0.000140934,0.003704483,8.98E-05,1.95E-05,0.00402428,3.23E-05,5.52E-05,0.104559824,0.00173655,0.490619421,0.001366389
0,0.009096794,0.779220581,0.913923562,0.013029881,0.660655975,0.066345803,0.036491856,0.436206996,0.478978336,0.061170634,0.490619421,0.042053174
0,0.054067645,0.003205142,0.521685839,0.192272961,0.905013978,0.01121232,0.013057554,0.208769932,0.786753237,0.872947752,0.490619421,0.168924987
0,0.378592461,0.124812588,0.005906304,0.107132703,0.613945246,0.24458015,0.109665371,0.015720095,0.661837995,0.015156146,0.490619421,0.090906069
0,0.992984831,0.374927223,0.982336581,0.987039149,0.606991053,0.985670269,0.522162974,0.402718127,0.795144081,0.88784498,0.490619421,0.653560579
1,0.967173278,0.850280046,0.995102406,0.992335498,0.994138122,0.992282689,0.908640206,0.96817857,0.603230536,0.995846331,0.490619421,0.9971295
0,0.009370446,0.003465684,0.002598782,0.001585658,0.001020804,0.007858546,0.000826829,0.014980787,0.214320526,0.003931351,0.490619421,0.00255517
0,0.000207631,0.040716451,0.006383162,0.014764133,0.121612266,0.15986453,0.007293398,0.054657903,0.133225366,0.016648006,0.490619421,0.005089285
1,0.995453596,0.989528954,0.996930778,0.979142547,0.964425623,0.966761172,0.74146384,0.87798816,0.784201503,0.995388269,0.490619421,0.982672095
0,0.2300708,0.210062787,0.002846447,0.4890818,0.360874981,0.415857226,0.265860379,0.139173731,0.375004828,0.21641627,0.490619421,0.158211425
0,0.026235195,0.010341877,0.006669285,0.040098112,0.122497872,0.00838517,0.068414874,0.162559047,0.140406698,0.009628863,0.490619421,0.002955566
0,0.006933488,0.01794745,0.006731649,0.062783852,0.000101454,0.01368492,0.001570636,3.95E-05,0.098196499,0.00374017,0.490619421,0.002718042
0,0.48763901,0.064459488,0.183982164,0.633019507,0.092232406,0.257281512,0.308717251,0.438041568,0.235737503,0.082714483,0.490619421,0.107404791
0,0.04625845,0.010235043,0.003160655,0.037240606,0.067082614,0.022630343,0.020380145,0.015812358,0.527513504,0.011045335,0.490619421,0.003479379
1,0.997608662,0.998013496,0.95606041,0.998537183,0.832065225,0.996373594,0.989431977,0.898003101,0.797508299,0.994934499,0.490619421,0.987323105
0,0.289764285,0.246429443,0.005741089,5.44E-05,1.53E-05,0.018314265,0.001542696,0.012252004,0.794224679,0.122502975,0.490619421,0.008345528
1,0.650048673,0.940145731,0.997212112,0.007222202,0.475113511,0.99315393,0.458471,0.944464684,0.835028529,0.927695513,0.490619421,0.989748001
0,0.000920364,0.000402288,0.005956818,0.000384575,0.000209986,0.002687809,2.96E-05,0.000111421,0.092617206,0.001943885,0.490619421,0.001144797
1,0.972445011,0.587178886,0.992808104,0.397452027,0.433019966,0.868006527,0.299827069,0.441183299,0.756484509,0.814884007,0.490619421,0.42714411
1,0.992690265,0.997592211,0.997139573,0.994585693,0.934922695,0.987511158,0.975646973,0.95114404,0.713284671,0.992830336,0.490619421,0.996415138
0,0.98182708,0.629150808,0.994788647,0.997439504,0.792562425,0.986937642,0.467023253,0.829789937,0.775126994,0.982637465,0.490619421,0.990359426
0,0.094113521,0.050908796,0.004875262,0.020277763,0.009933698,0.003229426,0.042000812,0.055183407,0.640431225,0.004622196,0.490619421,0.972096682
0,0.468281478,0.852743447,0.011376099,0.95708853,0.382415771,0.033234995,0.108587213,0.169466242,0.157893851,0.768388212,0.490619421,0.147897646
0,0.041931104,0.000213287,0.016513782,0.000362389,0.067500032,0.020015409,0.016744681,0.786619723,0.761140287,0.024324927,0.490619421,0.00644883
1,0.210119531,0.996298373,0.972260475,0.992563784,0.822895646,0.987775207,0.770005524,0.254970968,0.348262995,0.989716589,0.490619421,0.342284471
0,0.006668877,0.001834721,0.002760183,0.003202741,0.031698216,0.012177194,0.020629233,0.000709216,0.102315769,0.001976487,0.490619421,0.002715511
1,0.983035088,0.998165429,0.99668175,0.997214496,0.978185952,0.922787666,0.974616706,0.871909857,0.799302995,0.997231901,0.490619421,0.996652663
0,0.000470221,0.047124233,0.011175997,0.004672127,0.0072724,0.007881112,0.001605514,0.02293116,0.441686809,0.014241825,0.490619421,0.057897177
0,0.004237181,0.008014617,0.003155722,0.000230892,1.89E-05,0.018020289,0.047446847,0.004139236,0.086266495,0.003057174,0.490619421,0.00158661
1,0.909026086,0.923024058,0.996288538,0.983117223,0.614428937,0.99649781,0.99104929,0.640067875,0.713189065,0.993166864,0.490619421,0.996592224
0,0.019310186,0.003196469,0.010331151,0.008805309,0.384991109,0.006441928,0.041150987,0.022432012,0.185118303,0.066064879,0.490619421,0.043959763
1,0.583922327,0.959714234,0.100523278,0.953175187,0.824367583,0.922010601,0.011265691,0.207650796,0.794261575,0.684385657,0.490619421,0.006536675
1,0.797740161,0.925473332,0.997214019,0.961881638,0.286085516,0.944307148,0.20027253,0.590108871,0.79288137,0.979834735,0.490619421,0.94431746
0,0.506430805,0.04422316,0.007348049,0.019355003,0.374993324,0.00677222,0.391564637,0.133001298,0.086470246,0.011679065,0.490619421,0.007271151
1,0.977679551,0.99553138,0.996069431,0.99943763,0.90486747,0.980245054,0.9996984,0.981858015,0.765337527,0.975203514,0.490619421,0.997499168
1,0.968407035,0.99941802,0.996461451,0.999384999,0.986349225,0.981268704,0.992801428,0.99735862,0.791150987,0.991042376,0.490619421,0.993166625
1,0.884075165,0.973167539,0.995046616,0.997619808,0.765812874,0.966941059,0.342544049,0.939628839,0.161599874,0.74303776,0.490619421,0.9600752
1,0.656881988,0.848669291,0.041042347,0.014338891,0.042624991,0.182934076,0.190438434,0.192979306,0.69345969,0.468132585,0.490619421,0.103503712
1,0.691080809,0.944437802,0.940131366,0.940430045,0.386029869,0.988757432,0.842565715,0.492949933,0.173885375,0.993369401,0.490619421,0.977227986
0,0.215822011,0.909050882,0.994289041,0.757674575,0.778837502,0.930452108,0.735268354,0.733992219,0.733221114,0.99809128,0.490619421,0.992399514
1,0.486802608,0.003629077,0.002816159,0.890500486,0.344508141,0.0139318,0.15688546,0.053790152,0.810617566,0.586741209,0.490619421,0.909184813
1,0.198525041,0.630999744,0.996334434,0.425829381,0.783070922,0.980039835,0.329532981,0.483075291,0.791525662,0.177992359,0.490619421,0.778253078
0,0.020868227,0.016946588,0.003964987,0.00018433,0.001385305,0.003988518,0.00034049,0.001265875,0.567129672,0.001590423,0.490619421,0.002343583
1,0.046433326,0.380482674,0.991682112,0.003737804,0.494863421,0.880355656,0.730406761,0.263199091,0.818724692,0.583518744,0.490619421,0.992908716
0,0.308096528,0.064578325,0.004906078,0.005146181,0.013835416,0.087273285,0.088794224,0.027745277,0.758092761,0.002758442,0.490619421,0.015618174
1,0.946022451,0.994130313,0.995783448,0.99939692,0.892589331,0.993949294,0.988520622,0.975120962,0.767478406,0.989401162,0.490619421,0.996824503
0,0.096208282,0.049302902,0.016792016,0.091410555,0.050334048,0.035513293,0.219028756,0.146167919,0.710456669,0.089464389,0.490619421,0.073141754
0,0.002136387,0.040816631,0.004261673,0.000370932,0.305321306,0.013795689,0.091596894,0.000708644,0.335388243,0.026879907,0.490619421,0.006875968
1,0.052443031,0.001610113,0.003049973,0.005124125,0.643306911,0.284856677,0.007301772,0.046590094,0.779544413,0.022710653,0.490619421,0.98532176
1,0.727702141,0.963176012,0.993459046,0.233416393,0.657215595,0.977534652,0.953244627,0.881412923,0.770377874,0.532552779,0.490619421,0.472235709
1,0.840919137,0.720459223,0.994150937,0.976372659,0.75736016,0.723014772,0.954580247,0.893050849,0.125576764,0.970580041,0.490619421,0.985579848
0,0.246372879,0.000934771,0.00414208,0.048100121,0.623114705,0.145266443,0.013155003,0.115263842,0.715945303,0.023838148,0.490619421,0.004061734
1,0.075115718,0.240873873,0.76576972,0.999849916,0.853912175,0.994487107,0.829009414,0.893394589,0.7809726,0.994085312,0.490619421,0.996160507
1,0.978239119,0.999854684,0.9965837,0.995921612,0.892186224,0.993706524,0.942984581,0.969249606,0.839720488,0.994420588,0.490619421,0.997461319
1,0.862575769,0.957874417,0.989836752,0.171874523,0.897569597,0.93356508,0.233375743,0.158949614,0.796512544,0.985793054,0.490619421,0.990943611
0,0.80782336,0.804170251,0.009829206,0.557035804,0.045884576,0.198674873,0.136314213,0.661011994,0.595241189,0.894282997,0.490619421,0.001070737
1,0.008952487,0.014151136,0.566240847,0.117644787,0.000124715,0.972486675,0.027334495,0.125377417,0.117158517,0.853917301,0.490619421,0.00114404
1,0.670853615,0.827671766,0.988753319,0.979754031,0.54702723,0.699997425,0.284847975,0.807312727,0.787451565,0.789412081,0.490619421,0.889729321
0,0.102408148,0.343527287,0.003023858,0.24530521,0.053071506,0.077656411,0.173759848,0.125199631,0.147504508,0.097993322,0.490619421,0.028434137
1,0.826418161,0.580325842,0.994940519,0.890092969,0.596524239,0.912068903,0.375492454,0.160803035,0.772840798,0.979090214,0.490619421,0.990912676
1,0.928869843,0.973492265,0.997469783,0.99809891,0.746486366,0.995278478,0.950918794,0.834929526,0.78668189,0.992188096,0.490619421,0.989801824
1,0.988248348,0.999501228,0.993567288,0.997621715,0.584227145,0.989885926,0.995757997,0.933987737,0.738440692,0.997434676,0.490619421,0.990204692
1,0.583922327,0.959714234,0.100523278,0.953175187,0.824367583,0.922010601,0.011265691,0.207650796,0.794261575,0.684385657,0.490619421,0.006536675
1,0.834480345,0.911959171,0.995836496,0.994769275,0.671244264,0.976740718,0.138421178,0.860779703,0.552861094,0.976783752,0.490619421,0.985477805
1,0.993103504,0.994225681,0.995939016,0.999926686,0.941838801,0.959213972,0.994072974,0.946546137,0.811658561,0.997917831,0.490619421,0.997014165
0,0.087646261,0.000887918,0.004560716,0.00299484,0.001938577,0.005454275,0.000794705,0.03879967,0.105935507,0.001913891,0.490619421,0.002046693
1,0.161425665,0.955287516,0.007808382,0.609757304,0.075707473,0.764771998,0.064867429,0.488669842,0.393201351,0.035615973,0.490619421,0.676203668
0,0.02180412,0.000120497,0.004679559,0.002356082,0.509496033,0.007806163,0.009530975,0.010664725,0.203322381,0.001826059,0.490619421,0.002073233
0,0.399005711,0.628166974,0.022670573,0.330925316,0.01418851,0.072371356,0.00100472,0.246097863,0.098772764,0.036966145,0.490619421,0.776982844
1,0.942345619,0.999634027,0.99658823,0.994013727,0.317904085,0.995669842,0.945739388,0.763135135,0.73896265,0.994466603,0.490619421,0.758623242
1,0.845900059,0.821364641,0.98530525,0.978899956,0.808566272,0.89397794,0.170837507,0.198962718,0.713717461,0.979029298,0.490619421,0.994887412
0,0.012222815,0.080182783,0.004608255,0.098143645,0.040125713,0.009508539,0.035216603,0.003198294,0.701365769,0.013141254,0.490619421,0.006361672
0,0.000706491,0.038858086,0.003074294,0.001684302,0.001712599,0.017537452,0.000704923,0.00273617,0.137751535,0.005838497,0.490619421,0.001106592
0,0.380221158,0.054456867,0.010708013,0.007527438,0.190403432,0.077664055,0.004577874,0.004952895,0.148179233,0.024602225,0.490619421,0.006846812
0,0.119881071,0.730504632,0.011177447,0.057340622,0.008823599,0.481175691,0.007812295,0.034011539,0.453725427,0.048192535,0.490619421,0.024507545
0,0.194474235,0.000817354,0.002982104,0.018127115,0.02334331,0.004747482,0.020306628,0.009569134,0.744074285,0.048733607,0.490619421,0.005370232
1,0.001838641,0.00429449,0.04125654,0.110094026,0.319872558,0.00521843,0.024925571,0.001439678,0.321029991,0.012184269,0.490619421,0.001901908
0,0.065509036,0.048894621,0.995370686,0.199594021,0.003480932,0.010969076,0.459184468,0.245649144,0.093029678,0.034232207,0.490619421,0.006940446
1,0.92218554,0.998286307,0.996707022,0.998887837,0.963063955,0.983108699,0.970046937,0.462947458,0.196520299,0.980794966,0.490619421,0.940232933
1,0.379243225,0.7003932,0.997037888,0.322854489,0.327842563,0.960652053,0.492866397,0.508051693,0.794532359,0.9365201,0.490619421,0.995304227
0,0.01646159,0.832195342,0.003623827,6.98E-05,0.001645636,0.006772737,7.15E-05,0.15323405,0.682006001,0.001708269,0.490619421,0.006855153
0,0.723050356,0.598459542,0.036361158,0.888441443,0.328235924,0.340307981,0.795428395,0.809794903,0.085857183,0.153373227,0.490619421,0.00767321
0,0.112389013,0.819118977,0.022456206,0.104737937,0.838451564,0.214825615,0.045640931,0.211604744,0.70898509,0.011483424,0.490619421,0.016426353
1,0.021815218,0.405337393,0.494151443,0.008851713,0.037347216,0.028018126,0.00131915,0.072481506,0.810932219,0.209141061,0.490619421,0.813954771
1,0.950386584,0.973030269,0.996408165,0.974814355,0.715197206,0.989695907,0.785100579,0.720612705,0.71582669,0.975278556,0.490619421,0.996797502
0,0.014458666,0.013228988,0.003824749,0.040035564,0.150893658,0.017575376,0.008535069,0.002678263,0.320728749,0.003174989,0.490619421,0.00106207
1,0.642632127,0.136283562,0.995357454,0.972032666,0.172011748,0.961892426,0.902012229,0.523608088,0.849618495,0.974109948,0.490619421,0.683040559
0,0.903754056,0.930891037,0.99662894,0.97951597,0.427564651,0.994404912,0.967174947,0.609133124,0.748627901,0.989521384,0.490619421,0.992518306
0,0.554145634,0.001434044,0.299657434,0.015825914,0.38025701,0.01431909,0.032484517,0.00952079,0.711498559,0.350467205,0.490619421,0.007136968
1,0.77971679,0.098722987,0.134320781,0.151924714,0.79404974,0.214196533,0.817061603,0.628763199,0.677543044,0.122669332,0.490619421,0.952451527
1,0.931068957,0.918414116,0.989193141,0.983269095,0.531052411,0.930557966,0.832728565,0.526894391,0.733401895,0.987974882,0.490619421,0.984638989
1,0.823598206,0.969159007,0.99658066,0.453460366,0.7668311,0.914469719,0.142996997,0.333975583,0.471297115,0.991445065,0.490619421,0.994205296
1,0.920176029,0.468968213,0.986629963,0.968581796,0.93146354,0.885463357,0.41854769,0.496970177,0.692888141,0.979186535,0.490619421,0.9955706
1,0.589455307,0.987873197,0.997522295,0.999064386,0.917573988,0.990272343,0.851686239,0.564939976,0.663383186,0.992092013,0.490619421,0.99742198
1,0.789261699,0.98385483,0.996919155,0.998468697,0.899687767,0.986925364,0.537542701,0.751016319,0.7180444,0.996225715,0.490619421,0.996599376
0,0.00278636,0.012886353,0.017827937,0.000180741,0.004626827,0.060983263,0.0009179,0.060275272,0.726003349,0.002260903,0.490619421,0.011393676
0,0.020942505,0.001483897,0.004315362,0.001092734,0.002427542,0.010033406,0.005661922,0.047017381,0.466934741,0.006888574,0.490619421,0.00107847
0,0.004079744,0.002214575,0.002689461,0.037072886,0.007619235,0.003000951,0.000702167,0.005053538,0.087983385,0.001878826,0.490619421,0.002805331
1,0.99068743,0.970108092,0.993000388,0.99917382,0.642737746,0.984238744,0.692175925,0.712118804,0.805365741,0.96451813,0.490619421,0.986702263
0,0.040671773,0.812196076,0.002958432,0.998297513,0.153219387,0.040831156,0.100026302,0.029887885,0.801586151,0.003038677,0.490619421,0.004862152
1,0.922241986,0.984748065,0.997243047,0.984868228,0.898880601,0.994654894,0.976766229,0.839604378,0.55631578,0.997816205,0.490619421,0.995678961
0,0.013555171,0.010098021,0.009678375,0.002478366,0.113360815,0.003476097,0.030203069,0.001800071,0.094817415,0.006946791,0.490619421,0.001298496
0,0.124357253,0.007980917,0.003417058,0.036260527,0.006495608,0.002956094,0.016727198,0.030730996,0.395669043,0.019179272,0.490619421,0.785411298
1,0.030148568,0.927289128,0.254572898,0.03927695,0.437506407,0.011720047,0.144153282,0.116442926,0.737016559,0.94429642,0.490619421,0.658415198
1,0.069384657,0.222259834,0.516421795,0.461644471,0.779365957,0.897169471,0.721454084,0.709851861,0.319043964,0.542960882,0.490619421,0.997062147
1,0.963428855,0.997763276,0.987411976,0.982174933,0.933520615,0.996903479,0.995940089,0.991078913,0.824944556,0.997503817,0.490619421,0.96400404
0,0.232589111,0.461732179,0.014600109,0.932350159,0.715106964,0.121712461,0.035387423,0.43041715,0.529628932,0.003055984,0.490619421,0.005767474
1,0.313694626,0.900873125,0.933883131,0.033490468,0.116157569,0.066203654,0.440164149,0.014320026,0.705679059,0.925382912,0.490619421,0.952874541
0,0.936910152,0.475257695,0.148271546,0.830820024,0.823571682,0.968895495,0.381836474,0.241898149,0.744366586,0.912011325,0.490619421,0.727762103
1,0.096774824,0.001520573,0.010547199,0.005584182,0.044899017,0.010231301,0.119695343,0.009848638,0.811781704,0.369749397,0.490619421,0.791381776
1,0.59747535,0.985930383,0.996811092,0.987440705,0.935771048,0.962696612,0.569245696,0.927204788,0.803800225,0.991620421,0.490619421,0.995058656
0,0.015562776,0.015152573,0.005411905,7.79E-05,0.012191939,0.127413601,0.032515626,0.021228014,0.768862545,0.004164177,0.490619421,0.016480576
0,0.016197575,0.012899606,0.003420603,0.08843296,0.010981612,0.005815081,0.034977425,0.00839135,0.166569158,0.111602522,0.490619421,0.009095397
0,0.030680168,0.024470858,0.00891882,0.029455712,0.520062625,0.009247326,0.046475504,0.243474841,0.09757299,0.270697266,0.490619421,0.001437369
0,0.00626139,0.001593844,0.011693213,0.001566642,1.57E-05,0.025568031,0.026901456,0.001720056,0.217163593,0.001940523,0.490619421,0.002921071
1,0.159340322,0.958060682,0.956925154,0.252695292,0.494646609,0.793785512,0.2329209,0.16838719,0.483176112,0.98178643,0.490619421,0.966992438
0,0.006271468,0.000411497,0.008511041,0.001012631,0.011217835,0.007259956,0.047295265,0.072109587,0.103536636,0.001592662,0.490619421,0.015208305
0,0.832872689,0.015847512,0.005970027,0.993054926,0.920804679,0.637454689,0.596832812,0.597220123,0.631448269,0.994004428,0.490619421,0.951607764
0,0.052494165,0.000840623,0.004311858,0.008138562,0.005370907,0.006811095,0.18818377,0.003374216,0.340018421,0.002523412,0.490619421,0.004558528
1,0.989154041,0.866270363,0.997435749,0.998780191,0.847582996,0.978158832,0.843225002,0.84370935,0.833426058,0.979315519,0.490619421,0.988497794
0,0.021519238,0.002076763,0.002717045,0.001508672,4.76E-05,0.006135155,0.006362657,0.00882716,0.085655712,0.003663735,0.490619421,0.001585861
1,0.961003602,0.988885999,0.996068597,0.998889625,0.861480176,0.996513307,0.896915913,0.960504234,0.5985623,0.997560263,0.490619421,0.99570483
1,0.969679952,0.980232239,0.997360766,0.996370435,0.954821706,0.991323233,0.83849436,0.926057041,0.770929992,0.988619685,0.490619421,0.996507227
1,0.710323274,0.748915851,0.966997087,0.99367404,0.760675132,0.751681149,0.778815567,0.247276098,0.829181492,0.966682971,0.490619421,0.002593676
0,0.055650242,0.007203995,0.002748503,0.001090448,0.002529643,0.011487728,0.027100822,0.002282057,0.434730172,0.00223228,0.490619421,0.004936907
1,0.960608423,0.978844464,0.996882081,0.995782614,0.845581055,0.989462793,0.241780519,0.781037033,0.797884941,0.996850431,0.490619421,0.990131855
